ATC_C,ATC_H,ATC_N,ATC_O,ATC_S
25.09,14.84,53.0,7.07,0.0
25.17,11.74,56.04,7.05,0.0
27.78,11.51,53.97,6.75,0.0
25.83,13.65,54.61,5.9,0.0
26.92,10.77,53.59,8.46,0.26
28.18,13.18,52.73,5.45,0.45
25.0,14.0,52.33,8.33,0.33
24.91,13.17,54.45,7.47,0.0
26.06,13.6,51.84,7.93,0.57
26.44,12.36,51.15,10.06,0.0
26.98,11.87,54.32,6.47,0.36
26.74,12.79,53.49,6.98,0.0
26.64,13.84,53.29,5.88,0.35
28.35,12.91,51.14,7.34,0.25
26.67,13.0,53.0,7.33,0.0
24.93,13.01,54.2,7.05,0.81
25.62,12.46,54.8,7.12,0.0
26.76,11.62,54.93,6.34,0.35
26.12,14.29,52.24,7.35,0.0
26.15,12.72,52.65,8.13,0.35
26.05,12.61,51.82,8.96,0.56
27.12,13.84,51.13,7.34,0.56
26.91,13.9,52.91,6.28,0.0
27.04,12.88,53.22,6.87,0.0
25.83,13.33,52.5,8.33,0.0
29.62,12.41,50.89,6.58,0.51
25.67,13.37,53.21,7.75,0.0
25.48,16.35,51.33,6.46,0.38
26.71,12.05,53.09,7.82,0.33
26.89,12.96,52.57,7.58,0.0
28.82,12.85,52.08,6.25,0.0
27.88,11.54,50.96,9.13,0.48
25.0,15.15,51.89,7.95,0.0
27.27,10.53,53.59,8.13,0.48
27.3,13.37,52.09,6.96,0.28
24.28,12.68,55.07,7.97,0.0
27.43,11.46,52.78,8.33,0.0
25.34,13.01,54.45,7.19,0.0
26.23,13.11,52.46,7.87,0.33
25.37,10.75,56.12,7.76,0.0
26.46,12.71,52.23,8.25,0.34
25.71,10.0,54.29,10.0,0.0
27.35,14.35,51.12,7.17,0.0
24.61,15.23,51.56,8.59,0.0
26.39,13.38,54.28,5.95,0.0
27.64,10.56,54.66,6.83,0.31
25.22,12.02,55.72,7.04,0.0
26.35,12.64,54.15,6.86,0.0
25.0,13.85,53.08,7.69,0.38
25.51,15.64,51.44,7.41,0.0
26.32,14.14,51.64,7.24,0.66
27.88,13.33,50.61,8.18,0.0
27.48,10.86,52.08,9.27,0.32
27.09,14.72,51.84,6.35,0.0
29.14,12.27,52.45,5.52,0.61
26.79,13.21,52.83,7.17,0.0
24.76,14.42,53.61,7.21,0.0
27.67,10.95,53.89,7.2,0.29
28.26,10.25,54.97,6.52,0.0
26.71,12.67,52.4,8.22,0.0
25.66,13.82,54.61,5.92,0.0
25.48,13.69,52.85,7.98,0.0
25.44,13.94,54.01,6.62,0.0
27.51,13.76,51.59,7.14,0.0
27.24,14.29,50.5,7.64,0.33
27.86,13.57,50.36,8.21,0.0
27.21,14.97,52.04,5.78,0.0
24.54,14.87,52.79,7.43,0.37
26.59,14.68,52.38,6.35,0.0
29.01,12.63,52.22,5.8,0.34
24.51,14.05,53.92,6.86,0.65
24.68,14.29,54.11,6.49,0.43
27.27,12.3,53.21,6.95,0.27
24.35,13.47,51.3,10.88,0.0
29.64,14.23,49.41,6.72,0.0
27.1,14.19,52.58,6.13,0.0
27.11,13.38,53.17,6.34,0.0
25.33,12.93,52.77,8.71,0.26
25.94,13.91,54.14,6.02,0.0
26.44,11.88,54.79,6.9,0.0
28.37,13.75,50.72,6.88,0.29
29.1,11.94,51.87,7.09,0.0
26.37,12.64,54.4,6.59,0.0
25.75,15.3,52.61,6.34,0.0
28.19,11.74,53.02,7.05,0.0
25.38,12.5,55.3,6.82,0.0
24.91,10.38,54.67,9.0,1.04
27.12,13.56,51.13,7.91,0.28
26.19,15.08,52.38,6.35,0.0
26.97,14.8,50.66,7.57,0.0
26.21,14.14,51.03,8.62,0.0
27.6,12.34,53.9,6.17,0.0
27.74,13.7,51.37,7.19,0.0
26.2,13.24,52.11,7.89,0.56
28.67,12.54,52.69,6.09,0.0
29.26,10.61,52.73,7.4,0.0
24.35,14.39,53.51,7.75,0.0
25.57,12.79,54.43,7.21,0.0
28.83,13.5,51.46,6.2,0.0
25.94,14.29,54.14,5.64,0.0
27.99,12.29,53.58,6.14,0.0
26.9,16.55,50.34,5.86,0.34
26.92,14.1,51.28,7.69,0.0
26.2,13.1,52.72,7.35,0.64
27.06,9.54,56.44,6.96,0.0
26.07,10.89,54.46,7.92,0.66
28.22,12.54,51.92,7.32,0.0
26.85,13.89,51.39,7.41,0.46
25.52,17.57,50.21,6.69,0.0
28.42,12.84,52.19,6.01,0.55
26.46,13.4,53.95,5.5,0.69
27.07,13.91,53.01,6.02,0.0
25.67,13.0,53.0,8.33,0.0
26.64,12.36,54.83,6.18,0.0
28.1,11.76,54.9,5.23,0.0
26.99,13.15,52.6,7.27,0.0
26.29,14.0,52.86,6.57,0.29
26.44,13.94,53.37,6.25,0.0
25.63,12.64,53.43,8.3,0.0
26.33,17.08,50.53,6.05,0.0
25.23,15.14,52.29,7.34,0.0
23.84,16.89,51.99,6.95,0.33
26.71,13.36,53.07,6.5,0.36
26.23,11.07,55.33,6.97,0.41
29.0,12.67,51.67,6.67,0.0
26.95,11.98,54.49,6.59,0.0
28.99,12.32,52.17,6.52,0.0
27.02,13.68,51.93,7.37,0.0
28.28,11.45,54.21,5.72,0.34
26.02,13.45,51.75,8.19,0.58
28.24,11.63,53.49,6.64,0.0
26.82,14.57,52.65,5.96,0.0
27.61,11.45,53.87,6.73,0.34
27.34,11.14,55.19,6.08,0.25
28.42,12.3,52.46,6.56,0.27
26.67,13.33,51.23,8.77,0.0
27.37,14.39,51.93,6.32,0.0
26.53,11.84,54.29,7.35,0.0
25.35,13.82,54.38,6.45,0.0
28.23,11.0,52.15,8.61,0.0
23.62,18.77,49.19,7.77,0.65
26.96,13.79,52.04,6.9,0.31
26.53,13.12,52.48,7.87,0.0
26.29,13.79,53.02,6.9,0.0
25.11,12.79,55.25,6.85,0.0
28.62,12.41,52.76,6.21,0.0
25.53,14.36,51.06,7.98,1.06
25.41,13.81,53.04,7.73,0.0
27.38,12.93,52.85,6.46,0.38
26.12,13.48,51.97,7.87,0.56
25.79,16.29,51.13,6.79,0.0
24.41,13.65,51.71,9.71,0.52
26.25,14.37,53.75,5.62,0.0
29.21,12.87,51.98,5.45,0.5
25.48,15.79,49.31,8.86,0.55
28.82,14.24,49.31,7.64,0.0
25.56,14.29,52.63,6.39,1.13
28.21,11.54,54.27,5.98,0.0
26.64,12.5,52.63,8.22,0.0
26.32,15.26,51.58,6.84,0.0
26.25,12.5,53.33,7.5,0.42
25.47,13.01,51.76,8.94,0.81
25.45,12.95,55.36,6.25,0.0
26.09,11.71,54.52,7.69,0.0
27.6,12.57,52.73,7.1,0.0
26.98,15.87,49.6,7.54,0.0
26.82,13.79,52.11,6.9,0.38
26.77,15.38,51.38,6.15,0.31
26.67,12.38,51.43,9.52,0.0
25.8,12.53,52.33,9.09,0.25
26.06,14.24,52.42,7.27,0.0
27.96,13.44,50.54,8.06,0.0
24.28,14.45,54.34,6.94,0.0
27.99,15.3,49.25,7.46,0.0
26.37,13.19,52.75,7.69,0.0
26.4,13.2,53.47,6.6,0.33
27.76,13.88,52.65,5.71,0.0
25.3,13.65,53.41,7.63,0.0
25.54,14.13,50.54,8.7,1.09
26.24,12.17,54.75,6.08,0.76
28.12,12.5,51.74,7.29,0.35
25.94,13.99,52.9,7.17,0.0
25.62,14.59,52.31,6.76,0.71
27.7,13.67,51.44,7.19,0.0
25.0,13.67,53.67,7.67,0.0
26.57,13.53,53.62,6.28,0.0
24.9,12.84,55.64,6.61,0.0
26.03,14.29,53.97,5.71,0.0
26.24,14.48,53.39,5.88,0.0
25.08,13.9,53.17,7.25,0.6
26.8,11.6,53.6,8.0,0.0
27.08,11.46,53.47,7.64,0.35
26.78,11.53,56.27,5.42,0.0
27.66,11.49,54.04,6.81,0.0
25.1,13.77,53.04,7.69,0.4
27.03,14.05,51.35,7.57,0.0
26.04,12.85,52.78,7.99,0.35
26.33,13.67,52.0,8.0,0.0
27.75,12.33,53.3,6.61,0.0
25.53,13.48,54.26,6.74,0.0
28.06,15.11,50.36,6.12,0.36
30.08,11.79,52.03,5.69,0.41
27.11,13.38,53.17,5.99,0.35
27.5,13.93,51.79,6.79,0.0
25.54,14.4,52.99,6.52,0.54
28.72,11.82,53.72,5.41,0.34
25.77,12.37,54.98,6.87,0.0
25.72,14.16,52.02,8.09,0.0
30.0,11.58,52.11,6.32,0.0
26.63,14.55,51.7,7.12,0.0
24.68,12.03,54.75,7.91,0.63
25.78,13.59,52.96,7.67,0.0
27.67,13.04,51.38,7.91,0.0
25.64,14.53,51.28,8.55,0.0
28.41,13.26,50.76,7.2,0.38
27.15,13.06,51.89,7.9,0.0
30.28,12.78,50.56,6.39,0.0
25.96,11.83,55.27,6.68,0.26
24.68,14.87,51.58,8.54,0.32
24.47,12.41,54.26,8.16,0.71
25.79,14.47,51.05,7.89,0.79
27.25,15.27,50.9,6.59,0.0
26.0,12.67,53.0,7.67,0.67
26.46,12.37,52.58,8.59,0.0
26.48,12.89,52.96,7.67,0.0
27.25,13.48,52.53,6.74,0.0
27.92,12.25,52.42,7.41,0.0
27.82,13.03,52.46,6.69,0.0
26.88,14.07,51.01,7.79,0.25
26.42,14.23,52.85,6.1,0.41
27.79,11.69,52.73,7.79,0.0
24.6,13.9,52.14,8.29,1.07
26.94,13.13,51.85,7.41,0.67
26.72,13.49,53.44,6.36,0.0
26.21,12.82,53.56,7.12,0.28
26.5,12.39,54.7,6.41,0.0
26.24,13.86,52.97,6.93,0.0
24.47,12.41,54.26,8.16,0.71
26.38,13.62,52.75,6.96,0.29
26.33,14.01,52.38,7.0,0.28
27.44,10.98,53.66,7.32,0.61
25.1,13.13,55.6,6.18,0.0
26.69,13.52,53.02,6.76,0.0
28.3,12.36,52.75,6.32,0.27
27.5,13.93,51.79,6.79,0.0
30.18,12.34,50.92,6.56,0.0
29.87,11.64,50.94,7.55,0.0
28.2,11.34,54.07,5.81,0.58
25.85,13.95,52.72,7.14,0.34
25.6,13.31,53.92,6.14,1.02
25.08,16.21,51.68,6.42,0.61
25.89,14.44,51.77,7.36,0.54
27.03,12.86,51.97,7.87,0.26
26.1,13.6,53.68,6.62,0.0
25.61,13.41,52.44,8.54,0.0
26.23,12.46,52.46,8.85,0.0
24.88,14.29,53.46,6.45,0.92
25.27,14.89,50.0,8.51,1.33
30.93,11.86,50.0,6.7,0.52
25.93,13.58,51.36,8.64,0.49
26.29,11.27,53.52,8.92,0.0
29.41,12.3,51.07,6.68,0.53
28.5,13.5,52.5,5.5,0.0
27.07,13.53,52.63,6.77,0.0
26.65,12.94,54.06,6.35,0.0
26.28,13.46,53.85,6.41,0.0
27.48,13.88,52.69,5.95,0.0
26.33,13.88,51.25,8.54,0.0
28.57,13.65,52.06,5.4,0.32
27.82,11.81,53.54,6.56,0.26
24.28,17.25,49.52,7.99,0.96
25.94,12.74,54.25,7.08,0.0
26.72,16.79,49.62,6.11,0.76
24.9,15.92,51.02,7.76,0.41
25.98,13.17,53.38,7.47,0.0
26.6,12.41,54.61,6.38,0.0
27.2,12.64,52.75,7.42,0.0
28.02,13.57,52.51,5.9,0.0
26.3,12.22,54.44,7.04,0.0
25.34,14.05,53.99,6.61,0.0
25.07,13.73,54.33,6.57,0.3
27.24,13.62,51.75,7.0,0.39
24.91,13.96,53.58,7.55,0.0
24.88,10.95,54.98,8.71,0.5
27.17,12.43,52.89,7.23,0.29
27.58,13.93,52.09,6.41,0.0
28.03,12.12,53.03,6.44,0.38
24.6,11.97,53.4,10.03,0.0
25.93,12.22,53.33,8.15,0.37
24.92,16.51,51.4,6.54,0.62
26.45,13.23,54.19,6.13,0.0
26.87,13.3,52.91,6.93,0.0
25.19,12.85,52.44,8.74,0.77
25.82,14.13,54.08,5.98,0.0
25.69,14.37,52.29,7.65,0.0
25.38,11.48,54.98,7.85,0.3
28.37,12.95,52.62,6.06,0.0
25.15,12.88,54.6,7.36,0.0
27.4,13.15,52.33,6.85,0.27
25.89,12.41,53.19,8.16,0.35
28.19,11.45,52.42,7.49,0.44
25.26,11.86,54.64,7.47,0.77
27.84,11.08,54.38,6.7,0.0
25.96,11.86,51.92,10.26,0.0
26.8,12.42,53.27,7.52,0.0
25.0,12.78,53.06,9.17,0.0
24.66,11.64,54.11,8.9,0.68
25.89,12.18,53.81,7.61,0.51
27.54,11.44,53.39,7.2,0.42
25.96,11.93,53.68,8.42,0.0
27.58,13.65,52.92,5.85,0.0
27.39,12.17,52.61,7.83,0.0
26.77,11.02,55.12,7.09,0.0
30.17,12.57,50.56,6.7,0.0
26.81,13.25,53.31,6.33,0.3
25.63,12.53,53.76,7.8,0.28
25.63,13.45,51.52,9.14,0.25
26.92,12.39,54.27,6.41,0.0
25.97,13.95,53.1,6.98,0.0
25.11,12.12,56.28,6.06,0.43
26.23,15.12,51.23,6.79,0.62
25.37,12.94,52.24,8.96,0.5
30.23,11.59,50.63,7.56,0.0
28.87,12.03,52.92,6.19,0.0
26.19,18.57,49.05,6.19,0.0
25.53,11.55,55.32,7.29,0.3
26.01,12.14,54.62,7.23,0.0
28.01,13.73,51.82,6.44,0.0
24.48,13.79,54.48,6.9,0.34
27.05,13.39,52.19,7.38,0.0
25.66,14.29,52.19,7.0,0.87
25.1,14.07,52.09,8.75,0.0
25.41,12.84,54.37,6.83,0.55
25.0,12.13,55.51,6.99,0.37
29.43,13.81,50.75,6.01,0.0
25.93,12.22,53.33,8.15,0.37
25.44,12.37,55.12,5.65,1.41
27.78,12.96,52.78,6.48,0.0
27.61,11.83,53.24,7.04,0.28
25.32,11.39,52.85,10.44,0.0
27.87,12.93,52.01,6.9,0.29
26.1,13.78,52.79,7.04,0.29
28.21,13.79,50.47,7.21,0.31
28.35,12.34,52.23,7.09,0.0
25.42,15.68,51.69,6.36,0.85
27.94,13.97,51.11,6.67,0.32
25.08,12.54,52.81,9.57,0.0
28.03,11.62,53.79,6.31,0.25
25.44,12.01,55.12,7.07,0.35
27.32,11.94,53.32,7.43,0.0
27.36,11.49,52.36,8.78,0.0
26.07,11.78,54.39,7.77,0.0
27.69,14.05,51.65,6.61,0.0
26.71,10.96,53.42,8.9,0.0
26.02,14.03,51.79,7.65,0.51
26.57,13.53,53.62,6.28,0.0
24.8,14.17,53.54,7.09,0.39
26.81,11.59,53.99,6.88,0.72
25.98,14.17,53.15,6.69,0.0
25.99,13.16,53.62,6.58,0.66
28.47,13.54,51.39,5.9,0.69
26.58,13.29,53.49,6.64,0.0
24.92,12.77,52.58,9.42,0.3
28.4,13.2,52.0,5.6,0.8
25.51,11.73,54.84,7.33,0.59
26.74,12.3,54.55,6.42,0.0
26.02,12.28,54.39,7.31,0.0
27.46,12.24,51.64,8.66,0.0
28.03,14.16,50.58,6.65,0.58
26.63,10.6,54.08,8.42,0.27
26.0,12.0,54.0,8.0,0.0
26.05,14.97,52.4,6.59,0.0
27.73,14.29,50.84,7.14,0.0
25.62,14.37,51.88,8.12,0.0
25.15,12.73,54.24,7.58,0.3
26.37,12.67,54.11,6.85,0.0
28.65,12.36,51.4,7.58,0.0
27.57,11.73,54.84,5.57,0.29
26.4,11.88,53.47,7.92,0.33
27.93,13.3,51.33,6.91,0.53
29.62,12.89,50.87,6.62,0.0
28.62,12.41,51.72,6.55,0.69
25.5,15.94,50.6,7.97,0.0
27.27,12.59,52.1,8.04,0.0
25.71,14.73,52.35,6.9,0.31
26.82,13.13,51.4,8.38,0.28
27.27,13.1,52.41,7.22,0.0
26.07,14.52,52.15,7.26,0.0
27.4,11.99,53.77,6.51,0.34
25.71,14.11,53.29,6.9,0.0
27.47,13.55,52.38,6.59,0.0
25.67,14.44,52.41,7.49,0.0
28.61,13.57,51.03,6.78,0.0
29.11,11.64,53.08,6.16,0.0
30.52,12.66,49.68,7.14,0.0
27.42,13.55,52.26,6.77,0.0
26.85,14.51,52.78,5.86,0.0
28.15,13.67,51.74,6.43,0.0
27.85,11.9,52.66,7.34,0.25
28.81,11.19,48.14,11.86,0.0
26.86,13.43,52.3,7.42,0.0
30.87,11.58,51.45,5.79,0.32
28.28,13.41,51.6,6.41,0.29
25.98,13.52,53.02,7.47,0.0
25.47,13.21,54.09,6.92,0.31
25.61,13.21,54.45,6.47,0.27
26.59,11.95,54.39,7.07,0.0
28.07,13.16,52.05,6.73,0.0
26.82,10.45,53.18,9.09,0.45
27.5,13.0,52.0,6.5,1.0
26.27,11.08,54.11,8.54,0.0
27.55,12.83,51.32,8.3,0.0
27.12,12.42,53.59,6.86,0.0
31.49,13.49,49.48,5.54,0.0
30.49,12.13,51.15,5.9,0.33
26.45,12.9,53.23,6.45,0.97
26.34,12.6,53.05,8.02,0.0
30.03,11.88,52.48,5.61,0.0
28.07,11.78,51.63,8.27,0.25
26.91,14.68,52.29,6.12,0.0
28.74,14.97,49.7,6.59,0.0
25.86,13.31,53.23,7.6,0.0
25.47,13.66,53.11,7.76,0.0
26.8,13.81,51.66,7.46,0.28
26.69,12.9,52.49,7.62,0.29
26.28,13.29,52.27,8.16,0.0
26.01,12.6,52.55,8.58,0.27
25.07,14.29,53.06,7.58,0.0
25.56,13.1,53.99,7.35,0.0
28.81,11.59,53.31,5.96,0.33
26.29,13.14,53.35,7.22,0.0
27.8,10.98,54.88,6.34,0.0
26.28,13.78,53.85,6.09,0.0
26.55,12.73,52.36,8.0,0.36
26.49,13.39,52.98,6.85,0.3
27.65,13.31,51.54,7.51,0.0
25.3,13.11,53.66,7.93,0.0
26.69,12.92,52.81,7.58,0.0
25.17,12.59,52.04,9.86,0.34
28.23,13.27,51.02,7.48,0.0
25.53,17.45,48.94,8.09,0.0
26.48,12.89,53.66,6.97,0.0
29.59,10.71,54.59,5.1,0.0
28.29,11.22,53.17,7.32,0.0
25.46,12.27,53.37,8.59,0.31
27.07,14.33,51.59,7.01,0.0
27.21,15.07,50.74,6.99,0.0
25.24,14.06,52.72,7.99,0.0
25.98,12.81,53.74,7.12,0.36
25.29,12.35,54.12,8.24,0.0
26.84,12.09,53.39,7.67,0.0
26.01,13.62,52.32,8.05,0.0
27.33,12.91,51.95,7.81,0.0
26.04,14.72,52.45,6.42,0.38
26.4,11.88,53.47,7.92,0.33
26.53,15.31,50.51,7.65,0.0
27.85,12.75,52.35,7.05,0.0
24.44,14.66,52.63,8.27,0.0
26.73,12.31,54.35,6.61,0.0
27.06,13.2,52.15,7.26,0.33
26.46,11.68,54.64,6.87,0.34
28.02,13.27,51.33,7.08,0.29
27.02,14.29,52.17,6.52,0.0
27.13,11.99,53.94,6.94,0.0
25.46,14.02,52.03,8.49,0.0
28.46,11.7,52.93,6.65,0.27
26.2,12.39,54.37,7.04,0.0
25.23,12.61,54.35,7.51,0.3
27.01,12.22,54.02,6.75,0.0
27.15,13.32,52.48,7.05,0.0
27.01,12.77,51.09,8.76,0.36
25.91,12.04,54.38,7.66,0.0
24.04,13.24,53.66,9.06,0.0
28.07,12.53,50.95,8.45,0.0
26.82,13.41,51.31,8.45,0.0
28.46,13.56,50.0,7.45,0.53
26.95,11.35,53.19,7.8,0.71
28.09,11.52,53.93,5.9,0.56
25.92,12.96,53.8,7.32,0.0
27.48,13.03,51.56,7.65,0.28
26.14,10.78,53.27,9.48,0.33
25.54,15.58,50.65,8.23,0.0
25.81,14.52,52.42,7.26,0.0
27.23,13.61,52.36,6.81,0.0
25.73,13.68,53.42,7.17,0.0
25.96,13.86,52.8,7.37,0.0
25.77,12.71,54.98,6.19,0.34
25.9,12.05,53.61,8.43,0.0
26.7,14.2,51.7,7.39,0.0
27.19,10.94,54.06,7.81,0.0
27.02,12.53,51.81,8.64,0.0
25.93,13.76,51.32,8.99,0.0
27.07,14.33,52.87,5.73,0.0
27.21,12.01,54.42,6.36,0.0
27.04,12.26,53.46,7.23,0.0
25.9,13.55,53.92,6.63,0.0
27.17,11.96,51.09,9.42,0.36
28.86,10.45,53.73,6.97,0.0
25.39,12.89,52.73,8.59,0.39
26.81,13.41,54.35,5.43,0.0
25.73,11.7,54.68,7.89,0.0
28.72,12.46,51.9,6.92,0.0
26.11,14.01,53.18,6.69,0.0
26.09,12.73,53.42,7.76,0.0
25.96,12.63,51.93,9.47,0.0
24.32,15.44,50.97,7.72,1.54
26.4,14.29,52.48,6.83,0.0
26.51,12.75,53.02,7.72,0.0
27.18,13.72,52.24,6.86,0.0
23.94,13.3,52.66,10.11,0.0
26.82,13.64,51.82,7.73,0.0
26.06,13.31,52.69,7.08,0.85
29.9,11.68,51.89,6.19,0.34
27.59,11.67,52.52,8.22,0.0
26.71,12.73,53.11,7.45,0.0
26.88,12.14,53.76,7.23,0.0
27.65,11.58,52.09,8.68,0.0
27.76,14.93,51.04,6.27,0.0
25.74,15.44,52.21,6.62,0.0
26.98,13.49,52.49,6.74,0.29
25.81,14.52,52.42,7.26,0.0
24.6,13.27,54.37,7.77,0.0
27.64,13.28,51.76,7.32,0.0
27.83,11.62,52.29,8.26,0.0
27.05,14.04,51.37,7.53,0.0
26.81,12.3,53.94,6.94,0.0
29.34,10.51,53.06,6.85,0.24
28.85,11.81,51.92,7.42,0.0
26.59,13.29,53.17,6.95,0.0
25.95,13.15,53.98,6.92,0.0
29.24,11.75,52.22,6.27,0.52
25.67,14.18,51.72,7.66,0.77
25.45,12.73,54.18,7.64,0.0
25.59,11.45,54.88,7.74,0.34
26.5,12.54,52.99,7.98,0.0
25.3,14.62,54.15,5.93,0.0
24.75,13.56,52.88,8.81,0.0
27.3,13.19,52.45,7.06,0.0
25.16,15.53,51.55,7.45,0.31
23.91,12.61,53.91,9.57,0.0
27.7,12.23,52.88,7.19,0.0
25.83,11.76,54.99,7.42,0.0
26.45,12.95,54.27,5.79,0.55
25.72,15.43,52.09,6.75,0.0
25.26,12.28,55.09,7.37,0.0
26.48,12.68,52.39,8.45,0.0
27.71,13.25,53.01,6.02,0.0
25.46,13.28,52.03,8.12,1.11
27.53,12.89,51.92,6.62,1.05
27.14,13.71,51.71,7.43,0.0
26.42,12.71,53.18,7.69,0.0
26.91,10.7,55.66,6.73,0.0
26.39,13.49,53.08,7.04,0.0
25.26,12.63,52.22,9.9,0.0
24.56,13.52,53.02,8.9,0.0
25.83,14.9,52.98,6.29,0.0
27.03,13.08,53.78,6.1,0.0
25.87,12.79,54.07,7.27,0.0
25.82,15.27,52.36,6.55,0.0
26.06,14.16,51.84,7.37,0.57
25.87,13.13,52.51,8.49,0.0
27.61,13.5,53.37,5.52,0.0
26.39,12.5,54.17,6.6,0.35
26.91,13.03,52.12,7.93,0.0
29.25,13.95,51.02,5.78,0.0
26.05,11.88,54.79,7.28,0.0
28.71,11.88,52.15,7.26,0.0
27.99,13.23,51.4,7.38,0.0
27.41,10.91,54.82,6.85,0.0
26.37,11.64,54.79,6.85,0.34
26.18,16.36,50.55,6.91,0.0
25.24,13.25,54.57,6.62,0.32
26.36,11.82,53.94,7.58,0.3
26.6,11.82,54.68,6.9,0.0
26.28,14.2,51.96,7.55,0.0
26.15,13.22,54.31,6.32,0.0
26.71,11.07,52.44,9.12,0.65
27.44,11.99,52.68,7.57,0.32
27.22,13.15,53.82,5.81,0.0
27.66,14.54,49.65,8.16,0.0
28.57,13.92,50.55,6.96,0.0
26.8,13.07,52.94,7.19,0.0
27.71,12.74,52.55,7.01,0.0
24.62,13.23,54.15,8.0,0.0
25.89,13.48,53.19,7.45,0.0
27.74,11.7,51.91,8.4,0.25
27.11,13.42,52.37,7.11,0.0
27.24,14.29,50.83,7.64,0.0
25.53,13.95,53.68,6.84,0.0
27.25,13.35,53.13,6.27,0.0
25.89,13.9,53.41,6.81,0.0
28.31,13.49,50.26,7.41,0.53
26.72,11.96,53.18,7.89,0.25
27.11,13.55,52.41,6.93,0.0
26.67,13.33,53.33,6.67,0.0
30.28,11.67,52.05,5.99,0.0
25.41,11.89,54.32,8.11,0.27
27.54,12.83,51.34,8.29,0.0
23.6,18.0,50.0,7.6,0.8
27.61,12.39,51.27,8.73,0.0
24.63,14.37,52.79,8.21,0.0
26.6,13.8,52.19,7.41,0.0
28.14,11.19,55.25,5.42,0.0
25.54,14.13,52.72,7.61,0.0
28.43,11.93,52.28,6.85,0.51
27.21,11.52,53.92,7.35,0.0
25.27,12.64,54.15,7.94,0.0
27.18,14.63,51.92,6.27,0.0
27.01,12.41,52.92,6.93,0.73
26.96,13.61,52.62,6.81,0.0
27.78,12.35,51.85,8.02,0.0
24.92,13.29,53.16,8.64,0.0
25.1,13.31,54.37,7.22,0.0
25.95,12.83,51.6,9.33,0.29
29.27,11.5,52.61,6.27,0.35
27.61,13.5,52.15,6.13,0.61
24.8,14.8,52.8,7.2,0.4
25.14,10.89,53.63,10.06,0.28
26.99,12.27,52.76,7.98,0.0
25.82,12.76,54.3,7.12,0.0
24.91,12.97,52.22,9.9,0.0
28.07,12.28,52.63,6.77,0.25
28.57,12.55,52.38,6.49,0.0
24.71,14.94,52.87,6.9,0.57
26.81,13.77,52.9,6.52,0.0
25.25,15.35,52.48,6.93,0.0
25.33,14.41,53.71,6.55,0.0
24.7,11.45,55.42,8.43,0.0
25.06,12.28,54.73,7.67,0.26
26.42,15.09,50.94,7.55,0.0
27.13,11.7,53.72,7.45,0.0
31.09,12.73,50.19,5.99,0.0
26.32,14.47,52.19,7.02,0.0
26.48,14.64,52.02,6.54,0.31
27.57,13.08,52.34,6.54,0.47
26.34,10.22,54.3,9.14,0.0
27.22,12.22,53.06,6.94,0.56
25.93,12.65,52.16,8.95,0.31
26.0,14.0,52.5,7.0,0.5
24.76,12.22,54.98,8.04,0.0
24.14,13.79,52.11,9.96,0.0
26.21,15.73,50.81,6.85,0.4
26.4,13.07,52.8,7.73,0.0
26.62,16.73,49.81,6.08,0.76
26.98,12.7,52.38,7.54,0.4
24.68,17.02,51.49,6.38,0.43
24.91,13.68,54.74,6.32,0.35
25.68,13.51,54.05,6.76,0.0
25.0,12.26,56.13,6.13,0.47
27.78,13.58,52.16,6.48,0.0
27.19,12.99,52.57,7.25,0.0
26.41,13.65,52.82,7.12,0.0
25.64,14.1,53.85,6.41,0.0
28.52,11.34,51.89,7.9,0.34
26.18,11.36,55.21,7.26,0.0
25.6,15.96,50.9,7.53,0.0
26.83,14.23,52.03,6.91,0.0
25.41,13.93,54.51,6.15,0.0
30.04,12.25,50.2,7.51,0.0
25.96,13.46,53.85,6.41,0.32
24.36,15.27,52.0,8.36,0.0
25.0,10.71,56.12,7.14,1.02
24.83,15.44,52.01,7.72,0.0
27.59,14.22,51.72,6.47,0.0
27.09,12.01,53.35,6.98,0.56
26.85,10.89,55.64,6.23,0.39
26.71,13.7,54.11,5.48,0.0
26.37,12.79,53.0,7.83,0.0
26.28,11.68,55.11,6.93,0.0
27.68,13.1,52.68,6.25,0.3
26.06,13.3,52.39,7.98,0.27
30.52,11.69,51.95,5.84,0.0
25.18,12.59,55.76,6.12,0.36
24.19,16.25,50.9,8.66,0.0
26.49,14.05,51.89,7.57,0.0
28.12,12.5,52.56,6.25,0.57
27.92,16.88,48.7,6.49,0.0
29.5,11.88,51.34,6.13,1.15
25.85,12.92,53.23,7.38,0.62
26.52,13.48,53.48,6.52,0.0
25.61,12.81,53.95,7.08,0.54
28.01,13.03,51.14,7.49,0.33
29.03,11.98,52.07,6.91,0.0
25.17,12.75,54.36,7.38,0.34
25.6,12.05,54.22,7.53,0.6
25.0,12.5,53.12,9.38,0.0
25.76,11.79,53.71,8.3,0.44
24.74,13.16,54.74,7.37,0.0
28.78,12.23,51.8,7.19,0.0
25.93,12.7,55.56,5.82,0.0
24.87,13.99,54.92,6.22,0.0
26.91,13.03,51.84,8.22,0.0
27.27,11.76,52.94,7.49,0.53
25.89,10.71,54.91,8.48,0.0
25.0,12.5,54.17,7.87,0.46
25.59,15.35,51.57,7.48,0.0
26.72,13.51,52.59,6.9,0.29
25.6,10.71,53.57,10.12,0.0
